answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>The gold standard harmed some groups in society.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the quotation below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph""><div class=""blockq""><div class=""paragraph"" style=""padding-left:25px"">We will answer [the] demand for a gold standard by saying. . . you shall not press down upon the brow of labor this crown of thorns, you shall not crucify mankind on a cross of gold.</div><div class=""attrib"">-William Jennings Bryan, 1896</div><div class=""paragraph""></div></div></div><div class=""paragraph""></div></div></div><br>58. <div class=""paragraph"">          What was Bryan arguing in his ""Cross of Gold"" speech?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Free coinage of silver would cause a depression.</span></span></div>
<div>B. <span class=""itemtext""><span>The gold standard was needed to preserve economic stability.</span></span></div>
<div>C. <span class=""itemtext""><span>The gold standard harmed some groups in society.</span></span></div>
<div>D. <span class=""itemtext""><span>The government should stop buying silver immediately.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H3 #10 H044901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Eastern bankers and the Republican party</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the quotation below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph""><div class=""blockq""><div class=""paragraph"" style=""padding-left:25px"">We will answer [the] demand for a gold standard by saying. . . you shall not press down upon the brow of labor this crown of thorns, you shall not crucify mankind on a cross of gold.</div><div class=""attrib"">-William Jennings Bryan, 1896</div><div class=""paragraph""></div></div></div><div class=""paragraph""></div></div></div><br>59. <div class=""paragraph"">          Which groups wanted the United States to stay on the gold standard?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Western farmers and ranchers</span></span></div>
<div>B. <span class=""itemtext""><span>Eastern bankers and the Republican party</span></span></div>
<div>C. <span class=""itemtext""><span>Unionized workers and nonunionized farm laborers</span></span></div>
<div>D. <span class=""itemtext""><span>The Socialist party and the Industrial Workers of the World (Wobblies)</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H3 #11 H044902</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>people's concerns about involvement in European conflicts</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>60. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""paragraph"" style=""text-align:center""><div class=""stdaln_img""><img alt=""Presidential campaign poster showing Warren G. Harding in 1920 with the slogan 'America First!' "" class=""inln_img"" height=""523"" src=""./HistMed_files/ItemResource(22)"" title=""Presidential campaign poster showing Warren G. Harding in 1920 with the slogan 'America First!' "" width=""350""/></div></div></div></div><div class=""paragraph"" style=""padding-left:40px""><div class=""paragraph"">The poster above is from Warren G. Harding's 1920 presidential campaign. It was meant to appeal to</div></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>poor people's mistrust of big business</span></span></div>
<div>B. <span class=""itemtext""><span>people's concerns about involvement in European conflicts</span></span></div>
<div>C. <span class=""itemtext""><span>union members' fears of communist domination of unions</span></span></div>
<div>D. <span class=""itemtext""><span>recent immigrants' fears of prejudice in the United States</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H3 #12 H045001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>United States citizens of Japanese descent</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the statement below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""paragraph""><div class=""blockq""><div class=""paragraph"">        We now know what we should have known then—not only was the evacuation wrong but Japanese Americans were and are loyal Americans.</div><div class=""attrib"">- Gerald R. Ford, 1976</div><div class=""paragraph""></div></div></div><div class=""paragraph""></div></div></div><br>61. <div class=""paragraph"">          The ""evacuation"" that Ford refers to directly affected</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Japanese Americans and German Americans</span></span></div>
<div>B. <span class=""itemtext""><span>Japanese citizens living on the East Coast</span></span></div>
<div>C. <span class=""itemtext""><span>United States citizens of Japanese descent</span></span></div>
<div>D. <span class=""itemtext""><span>Japanese soldiers serving in the United States Army</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H3 #13 H045101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span> Mexican-American War</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>62. <div class=""paragraph"">The United States acquired large portions of the Southwest as a result of the</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>War of 1812</span></span></div>
<div>B. <span class=""itemtext""><span> Mexican-American War</span></span></div>
<div>C. <span class=""itemtext""><span>Civil War</span></span></div>
<div>D. <span class=""itemtext""><span> Spanish-American War</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H7 #6 H050301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>First World War</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>63. <div class=""paragraph""><div class=""blockq""><div class=""paragraph"" style=""padding-left:25px"">""Imagine a six-foot-deep ditch weaving from Washington, D.C., to Detroit, Michigan. Men's heads could not be seen over the top edges. Dugouts would be tunneled for sleeping and eating quarters.""</div></div><div class=""paragraph""></div><div class=""paragraph"" style=""text-indent:30px"">The passage above describes battle conditions first experienced by United States soldiers fighting in the</div></div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>First World War</span></span></div>
<div>B. <span class=""itemtext""><span>Second World War</span></span></div>
<div>C. <span class=""itemtext""><span>Korean War</span></span></div>
<div>D. <span class=""itemtext""><span>Vietnam War</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H7 #10 H050701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>the Soviet Union</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>64. <div class=""paragraph"">When the United States entered the Second World War, one of its allies was</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Germany</span></span></div>
<div>B. <span class=""itemtext""><span>Japan</span></span></div>
<div>C. <span class=""itemtext""><span>the Soviet Union</span></span></div>
<div>D. <span class=""itemtext""><span>Italy</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H7 #12 H050901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>the Bay of Pigs invasion</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>65. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Political cartoon titled It Certainly Was Loaded. Shows Uncle Sam smoking an exploding cigar. Smoke is labeled Cuban Fiasco."" class=""inln_img"" height=""541"" src=""./HistMed_files/ItemResource(23)"" title=""Political cartoon titled It Certainly Was Loaded. Shows Uncle Sam smoking an exploding cigar. Smoke is labeled Cuban Fiasco."" width=""413""/></div></div></div><div class=""paragraph"">The cartoon above depicts United States frustration with</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>the Good Neighbor policy</span></span></div>
<div>B. <span class=""itemtext""><span>Dollar Diplomacy</span></span></div>
<div>C. <span class=""itemtext""><span>the Spanish-American War</span></span></div>
<div>D. <span class=""itemtext""><span>the Bay of Pigs invasion</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">2001-12H7 #17 H051201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>introducing new foods and spices to Europe</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>66. <div class=""paragraph"">The voyages of Columbus changed life in Europe by</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>introducing new foods and spices to Europe</span></span></div>
<div>B. <span class=""itemtext""><span>showing Europeans a shorter route to Asia</span></span></div>
<div>C. <span class=""itemtext""><span>introducing the horse to Spain</span></span></div>
<div>D. <span class=""itemtext""><span>proving that the Earth was flat</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H4 #4 H029601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>use a group of stars (the Big Dipper) as a guide</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question is about the part of the song shown below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph"" style=""padding-left:50px"">Follow the Drinkin' Gourd</div><div class=""paragraph""></div><div>Follow the drinkin' gourd;</div><div>Follow the drinkin' gourd,</div><div>For the old man is awaitin' for to carry you to freedom</div><div>If you follow the drinkin' gourd.</div><div class=""paragraph""></div><div>The river bank will make a mighty good road,</div><div>The dead trees will show you the way,</div><div>Left foot, peg foot travellin' on;</div><div>Follow the drinkin' gourd.</div><div class=""paragraph""></div></div></div><br>67. <div class=""paragraph"" style=""padding-left:25px"">In this song ""follow the drinkin' gourd"" means to</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>use a group of stars (the Big Dipper) as a guide</span></span></div>
<div>B. <span class=""itemtext""><span>never go out at night</span></span></div>
<div>C. <span class=""itemtext""><span>never travel long distances alone</span></span></div>
<div>D. <span class=""itemtext""><span>share your food and drink with others</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H4 #9 H030001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>It gave directions about how to escape from slavery.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question is about the part of the song shown below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph"" style=""padding-left:50px"">Follow the Drinkin' Gourd</div><div class=""paragraph""></div><div>Follow the drinkin' gourd;</div><div>Follow the drinkin' gourd,</div><div>For the old man is awaitin' for to carry you to freedom</div><div>If you follow the drinkin' gourd.</div><div class=""paragraph""></div><div>The river bank will make a mighty good road,</div><div>The dead trees will show you the way,</div><div>Left foot, peg foot travellin' on;</div><div>Follow the drinkin' gourd.</div><div class=""paragraph""></div></div></div><br>68. <div class=""paragraph"" style=""padding-left:25px"">Why did African Americans originally sing this song?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>It helped teach children to read and write.</span></span></div>
<div>B. <span class=""itemtext""><span>It celebrated American independence.</span></span></div>
<div>C. <span class=""itemtext""><span>It gave directions about how to escape from slavery.</span></span></div>
<div>D. <span class=""itemtext""><span>It was written by slaves in Africa.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H4 #10 H030002</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>The families needed the money their children would earn.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the quotation and picture below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph"">When a country first develops industry, young children often work in factories.</div><div class=""paragraph""><div class=""stdaln_stmt"">PICTURE OF CHILD LABOR</div></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Picture of a barefoot child standing in front of a loom. Picture is titled Picture of Child Labor."" class=""inln_img"" height=""587"" src=""./HistMed_files/ItemResource(24)"" title=""Picture of a barefoot child standing in front of a loom. Picture is titled Picture of Child Labor."" width=""450""/></div><div class=""paragraph""></div></div></div><br>69. <div class=""paragraph"">What is the main reason that some families allowed their young children to work in factories?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>The families thought their children should learn to save money.</span></span></div>
<div>B. <span class=""itemtext""><span>Many families wanted children to work in factories so adults could stay on farms.</span></span></div>
<div>C. <span class=""itemtext""><span>The families needed the money their children would earn.</span></span></div>
<div>D. <span class=""itemtext""><span>Children were treated better at factories than at schools.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H4 #12 H030102</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Hawaii</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question is based on the map below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Map showing territorial expansion of the United States from late 1700's through the end of the 1800's. The expansion starts on the east coast and moves across the country to the west coast."" class=""inln_img"" height=""506"" src=""./HistMed_files/ItemResource(25)"" title=""Map showing territorial expansion of the United States from late 1700's through the end of the 1800's. The expansion starts on the east coast and moves across the country to the west coast."" width=""592""/></div><div class=""paragraph""></div></div></div><br>70. <div class=""paragraph"">Which area became part of the United States last?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Hawaii</span></span></div>
<div>B. <span class=""itemtext""><span>Texas</span></span></div>
<div>C. <span class=""itemtext""><span>Oregon</span></span></div>
<div>D. <span class=""itemtext""><span>Alaska</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H4 #14 H030301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Waterwheels powered the cutting and grinding machines.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>71. <div class=""paragraph"">Why were most early sawmills and flour mills located on rivers and streams?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Water was needed to cool hot machinery.</span></span></div>
<div>B. <span class=""itemtext""><span>Waterwheels powered the cutting and grinding machines.</span></span></div>
<div>C. <span class=""itemtext""><span>People thought it was safer to live near rivers.</span></span></div>
<div>D. <span class=""itemtext""><span>It was easiest to expand the mills if they were near rivers.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H5 #1 H030401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>the East Indies</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>72. <div class=""paragraph"">In 1492, when Christopher Columbus first landed in the Americas, he thought he was in</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Spain</span></span></div>
<div>B. <span class=""itemtext""><span>the East Indies</span></span></div>
<div>C. <span class=""itemtext""><span>the Hawaiian Islands</span></span></div>
<div>D. <span class=""itemtext""><span>Italy</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H5 #2 H030501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>To protect freedoms like freedom of speech</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>73. <div class=""paragraph"">What is the purpose of the Bill of Rights?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>To say how much Americans should pay in taxes</span></span></div>
<div>B. <span class=""itemtext""><span>To protect freedoms like freedom of speech</span></span></div>
<div>C. <span class=""itemtext""><span>To describe the jobs of the President and Congress</span></span></div>
<div>D. <span class=""itemtext""><span>To make Washington, D.C., the capital of the United States</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H5 #8 H030801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>To help slaves escape to the North</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>74. <div class=""paragraph"">What was the purpose of the Underground Railroad?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>To improve transportation in the South</span></span></div>
<div>B. <span class=""itemtext""><span>To move food from the South to the North</span></span></div>
<div>C. <span class=""itemtext""><span>To help slaves escape to the North</span></span></div>
<div>D. <span class=""itemtext""><span>To get workers to the silver mines in Colorado</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H5 #10 H031001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>To practice their religion freely</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>75. <div class=""paragraph"">What is the main reason the Pilgrims and Puritans came to America?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>To practice their religion freely</span></span></div>
<div>B. <span class=""itemtext""><span>To make more money and live a better life</span></span></div>
<div>C. <span class=""itemtext""><span>To build a democratic government</span></span></div>
<div>D. <span class=""itemtext""><span>To expand the lands controlled by the king of England</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H7 #4 H032901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>route taken by many settlers who traveled to the Northwest in the 1840's</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>76. <div class=""paragraph"">The Oregon Trail was a</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>path taken by American Indians forced west in the 1800's</span></span></div>
<div>B. <span class=""itemtext""><span>route on the Underground Railroad for escaped slaves</span></span></div>
<div>C. <span class=""itemtext""><span>route taken by many settlers who traveled to the Northwest in the 1840's</span></span></div>
<div>D. <span class=""itemtext""><span>border between territory held by Great Britain and the United States</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H7 #10 H033501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Civil War</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the statement below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph"">A house divided against itself cannot stand. I believe this government cannot endure permanently half slave and half free. I do not expect the Union to be dissolved—I do not expect the house to fall—but I do expect it will cease to be divided.</div><div class=""paragraph""></div></div></div><br>77. <div class=""paragraph"">What war broke out soon after the statement was made?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>American Revolution</span></span></div>
<div>B. <span class=""itemtext""><span>War of 1812</span></span></div>
<div>C. <span class=""itemtext""><span> Mexican-American War</span></span></div>
<div>D. <span class=""itemtext""><span>Civil War</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H7 #12 H033602</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>New laws made it difficult for African Americans to vote.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>78. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Two pie charts showing voter registration of adult African American males in Louisiana: in 1896, 93% were registered to vote; in 1904, 99% were NOT registered to vote"" class=""inln_img"" height=""270"" src=""./HistMed_files/ItemResource(26)"" title=""Two pie charts showing voter registration of adult African American males in Louisiana: in 1896, 93% were registered to vote; in 1904, 99% were NOT registered to vote"" width=""289""/></div></div></div><div class=""paragraph"">What explains the change in voter registration shown by these graphs?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>New laws made it difficult for African Americans to vote.</span></span></div>
<div>B. <span class=""itemtext""><span>Most African Americans were Democrats.</span></span></div>
<div>C. <span class=""itemtext""><span>Most African Americans moved out of Louisiana.</span></span></div>
<div>D. <span class=""itemtext""><span>The White population in Louisiana increased greatly.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4H7 #14 H033801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Asia</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>79. <div class=""paragraph"">The land-bridge theory suggests that the first people came to North America from</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Europe</span></span></div>
<div>B. <span class=""itemtext""><span>Asia</span></span></div>
<div>C. <span class=""itemtext""><span>Africa</span></span></div>
<div>D. <span class=""itemtext""><span>Atlantis</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8H4 #1 H036901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>circle the world</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>80. <div class=""paragraph"">Magellan's expedition was significant because it was the first to</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>circle the world</span></span></div>
<div>B. <span class=""itemtext""><span>reach South America</span></span></div>
<div>C. <span class=""itemtext""><span>bring horses to the Americas</span></span></div>
<div>D. <span class=""itemtext""><span>sail around Africa</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8H4 #2 H037001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>Which state had the highest official population?</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the first census of the United States, shown below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph"" style=""text-align:center""><div class=""stdaln_stmt""><div class=""paragraph""></div><div class=""paragraph""></div><table align=""center"" border=""0"" cellpadding=""1"" cellspacing=""0"" width=""600""><tbody><tr><th colspan=""7"" scope=""col""><div class=""paragraph"" style=""text-align:center; font-size:14pt"">
					  FIRST CENSUS OF THE UNITED STATES (1790)
					</div></th></tr><tr><th scope=""col""><div class=""paragraph"" style=""text-align:center"">District</div><div class=""paragraph""></div></th><th scope=""col""><div class=""paragraph"" style=""text-align:center"">
                      Free White<br>
                      Males of<br>
                      16 Years<br>
                      and Up
                    </br></br></br></div></th><th scope=""col""><div class=""paragraph"" style=""text-align:center"">
                      Free White<br>
                      Males<br>
                      Under<br>
                      16 Years
                    </br></br></br></div></th><th scope=""col""><div class=""paragraph"" style=""text-align:center"">
                      Free White<br>
                      Females
                  </br></div></th><th scope=""col""><div class=""paragraph"" style=""text-align:center"">
                      All Other<br>
                      Free<br>
                      Persons
                  </br></br></div></th><th scope=""col""><div class=""paragraph"" style=""text-align:center"">Slaves</div></th><th scope=""col""><div class=""paragraph"" style=""text-align:center"">Total</div></th></tr><tr><td colspan=""7""></td></tr><tr><th scope=""row"">
                    Vermont
                  </th><td>22,435</td><td>22,323</td><td>40,505</td><td>255</td><td>16</td><td>85,539</td></tr><tr><th>
                    New Hampshire
                  </th><td>36,036</td><td>34,351</td><td>70,160</td><td>630</td><td>158</td><td>141,385</td></tr><tr><th scope=""row"">
                    Maine
                  </th><td>24,384</td><td>24,748</td><td>46,870</td><td>538</td><td>None</td><td>96,540</td></tr><tr><th scope=""row"">
                    Massachusetts
                  </th><td>95,453</td><td>87,289</td><td>190,582</td><td>5,463</td><td>None</td><td>378,787</td></tr><tr><th scope=""row"">
                    Rhode Island
                  </th><td>16,019</td><td>15,799</td><td>32,652</td><td>3,407</td><td>948</td><td>68,825</td></tr><tr><th scope=""row"">
                    Connecticut
                  </th><td>60,523</td><td>54,403</td><td>117,448</td><td>2,808</td><td>2,764</td><td>237,946</td></tr><tr><th scope=""row"">
                    New York
                  </th><td>83,700</td><td>78,122</td><td>152,320</td><td>4,654</td><td>21,324</td><td>340,120</td></tr><tr><th scope=""row"">
                    New Jersey
                  </th><td>45,251</td><td>41,416</td><td>83,287</td><td>2,762</td><td>11,423</td><td>184,139</td></tr><tr><th scope=""row"">
                    Pennsylvania
                  </th><td>110,783</td><td>106,948</td><td>206,363</td><td>6,537</td><td>3,737</td><td>434,373</td></tr><tr><th scope=""row"">
                    Delaware
                  </th><td>11,783</td><td>12,143</td><td>22,384</td><td>3,899</td><td>8,387</td><td>59,094</td></tr><tr><th scope=""row"">
                    Maryland
                  </th><td>55,915</td><td>51,339</td><td>101,395</td><td>8,043</td><td>103,036</td><td>319,723</td></tr><tr><th>
                    Virginia
                  </th><td>110,936</td><td>116,135</td><td>215,046</td><td>12,866</td><td>292,627</td><td>747,610</td></tr><tr><th>
                    Kentucky
                  </th><td>15,154</td><td>17,057</td><td>28,922</td><td>114</td><td>12,430</td><td>73,677</td></tr><tr><th scope=""row"">
                    North Carolina
                  </th><td>69,988</td><td>77,506</td><td>140,710</td><td>4,975</td><td>100,572</td><td>393,751</td></tr><tr><th scope=""row"">
                    South Carolina
                  </th><td>35,576</td><td>37,722</td><td>66,380</td><td>1,801</td><td>107,094</td><td>249,073</td></tr><tr><th scope=""row"">
                    Georgia
                  </th><td>13,103</td><td>14,044</td><td>25,739</td><td>393</td><td>29,264</td><td>82,548</td></tr><tr><td colspan=""7""></td></tr><tr><th scope=""row""><div class=""paragraph"" style=""text-align:center"">
                    Total Number of<br>
                    Inhabitants of<br>
                    the United States<br>
                    Exclusive of Other<br>
                    Territories</br></br></br></br></div></th><td><div class=""paragraph"">807,094</div></td><td><div class=""paragraph"">791,850</div></td><td><div class=""paragraph"">1,541,263</div></td><td><div class=""paragraph"">59,150</div></td><td><div class=""paragraph"">694,280</div></td><td><div class=""paragraph"">3,893,635</div></td></tr></tbody></table></div></div><div class=""paragraph""></div></div></div><br>81. <div class=""paragraph"" style=""padding-left:32px"">The information in the census could be used to answer which question?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Which state had the highest official population?</span></span></div>
<div>B. <span class=""itemtext""><span>How many people moved to the United States in the year 1790?</span></span></div>
<div>C. <span class=""itemtext""><span>Which state was the largest in area?</span></span></div>
<div>D. <span class=""itemtext""><span>How many more male than female slaves were there in 1790?</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8H4 #7 H037301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>It allowed cotton to be processed more quickly and profitably and led to the expansion of slavery in the southern United States.</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>82. <div class=""paragraph"">What was the main effect of Eli Whitney's cotton gin?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>It reduced global demand for cotton and led United States farmers to grow other crops.</span></span></div>
<div>B. <span class=""itemtext""><span>It made it possible to produce clothing by machine and led to the building of textile factories throughout the southern United States.</span></span></div>
<div>C. <span class=""itemtext""><span>It allowed people to grow cotton on land that had previously been considered too dry and led to large-scale irrigation projects in the western United States.</span></span></div>
<div>D. <span class=""itemtext""><span>It allowed cotton to be processed more quickly and profitably and led to the expansion of slavery in the southern United States.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8H4 #11 H054001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>traded with both Europe and the Caribbean</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the grocery advertisement shown below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Grocery ad from the 1830's"" class=""inln_img"" height=""674"" src=""./HistMed_files/ItemResource(27)"" title=""Grocery ad from the 1830's"" width=""345""/></div><div class=""paragraph""></div></div></div><br>83. <div class=""paragraph"" style=""padding-left:32px"">From the advertisement, one can tell that in 1830 the United States</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>traded with both Europe and the Caribbean</span></span></div>
<div>B. <span class=""itemtext""><span>relied primarily on European farming and industry to meet its basic needs</span></span></div>
<div>C. <span class=""itemtext""><span>had Prohibition laws</span></span></div>
<div>D. <span class=""itemtext""><span>was already using steamships in the Atlantic trade</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8H4 #12 H037501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Second World War</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>84. <div class=""paragraph"">The Lend-Lease Act, the Yalta Conference, and the dropping of the atomic bomb on Hiroshima are all associated with the</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>First World War</span></span></div>
<div>B. <span class=""itemtext""><span>Second World War</span></span></div>
<div>C. <span class=""itemtext""><span>Korean War</span></span></div>
<div>D. <span class=""itemtext""><span>Vietnam War</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8H4 #15 H037701</span></div></div>"
