answer,answer_opt,no_of_options,question
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Mountains</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>44. <div class=""paragraph"">Which landforms were most likely created by the eruption of volcanoes?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Plains</span></span></div>
<div>B. <span class=""itemtext""><span>Mountains</span></span></div>
<div>C. <span class=""itemtext""><span>Canyons</span></span></div>
<div>D. <span class=""itemtext""><span>Deltas</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4G3 #7 G007301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Christianity</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>45. <div class=""paragraph"">Which religion is practiced by most people in the United States?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Islam</span></span></div>
<div>B. <span class=""itemtext""><span>Judaism</span></span></div>
<div>C. <span class=""itemtext""><span>Hinduism</span></span></div>
<div>D. <span class=""itemtext""><span>Christianity</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4G3 #10 G007501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Upper Bridge will have more traffic.</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the map of Milltown below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Map of Milltown. A river runs through the south of the town. Two bridges cross the river: one at Grand Ave and one at Central Ave. A shopping center is below the river. A school is below the river to the left of Grand Ave, and a steel mill is below the river to the right of Avenue. There are four streets above the river that parallel it: Front, First, Second, and Third. Avenues A and B run inbetween and perpendicular to the streets and parallel to Grand and Central Avenue. Houses are on the streets between Grand Avenue and Avenue B; stores on the streets in between Avenue B and Central Ave."" class=""inln_img"" height=""327"" src=""./GeoGraphyMed_files/ItemResource(12)"" title=""Map of Milltown. A river runs through the south of the town. Two bridges cross the river: one at Grand Ave and one at Central Ave. A shopping center is below the river. A school is below the river to the left of Grand Ave, and a steel mill is below the river to the right of Avenue. There are four streets above the river that parallel it: Front, First, Second, and Third. Avenues A and B run inbetween and perpendicular to the streets and parallel to Grand and Central Avenue. Houses are on the streets between Grand Avenue and Avenue B; stores on the streets in between Avenue B and Central Ave."" width=""449""/></div><div class=""paragraph""></div></div></div><br>46. <div class=""paragraph"">If Central Bridge is closed for repairs, what will happen in Milltown?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Traffic will move faster.</span></span></div>
<div>B. <span class=""itemtext""><span>Upper Bridge will have more traffic.</span></span></div>
<div>C. <span class=""itemtext""><span>Central Avenue will have more traffic.</span></span></div>
<div>D. <span class=""itemtext""><span>The shopping center will close down.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4G6 #4 G010401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>Industrial</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question is based on the picture below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Picture of a man wearing a hard hat working in a steam-filled factory."" class=""inln_img"" height=""329"" src=""./GeoGraphyMed_files/ItemResource(13)"" title=""Picture of a man wearing a hard hat working in a steam-filled factory."" width=""450""/></div><div class=""paragraph""></div></div></div><br>47. <div class=""paragraph"">What type of land use does the picture show?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Recreational</span></span></div>
<div>B. <span class=""itemtext""><span>Farming</span></span></div>
<div>C. <span class=""itemtext""><span>Industrial</span></span></div>
<div>D. <span class=""itemtext""><span>Mining</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4G6 #8 G010601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>There are more people and cities in the eastern part of the country.</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question is based on the highway map below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Graphic showing the major highways in the United States"" class=""inln_img"" height=""281"" src=""./GeoGraphyMed_files/ItemResource(14)"" title=""Graphic showing the major highways in the United States"" width=""545""/></div><div class=""paragraph""></div></div></div><br>48. <div class=""paragraph"">The map shows that one part of the country has more major highways than the other part of the country. Why is this?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>There are more people and cities in the eastern part of the country.</span></span></div>
<div>B. <span class=""itemtext""><span>It is easier to build highways in the eastern part of the country.</span></span></div>
<div>C. <span class=""itemtext""><span>Cars are not an important form of transportation in the western part of the country.</span></span></div>
<div>D. <span class=""itemtext""><span>States are larger in the western part of the country.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4G6 #12 G010801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Europe</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Atlas</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph"">These documents are in PDF format. Click on the appropriate link to explore the maps.</div><ul><li>pages 6-57   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=7650b90d-394e-4550-9424-4b475aee0f83"" onclick=""return PopupWindow(this)"">View PDF</a>) </li><li>pages 60-85, index and world facts   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=4aba6587-e398-4818-b70f-4d8656ae9154"" onclick=""return PopupWindow(this)"">View PDF</a>) </li></ul></div></div></div><br>49. <div class=""paragraph"">Open the atlas to the world map showing land use on page 14.</div><div class=""paragraph"">Which of the following continents has the most manufacturing and trade?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Australia</span></span></div>
<div>B. <span class=""itemtext""><span>Europe</span></span></div>
<div>C. <span class=""itemtext""><span>Africa</span></span></div>
<div>D. <span class=""itemtext""><span>South America</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4G7 #1 G011101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Eastern</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Atlas</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph"">These documents are in PDF format. Click on the appropriate link to explore the maps.</div><ul><li>pages 6-57   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=7650b90d-394e-4550-9424-4b475aee0f83"" onclick=""return PopupWindow(this)"">View PDF</a>) </li><li>pages 60-85, index and world facts   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=4aba6587-e398-4818-b70f-4d8656ae9154"" onclick=""return PopupWindow(this)"">View PDF</a>) </li></ul></div></div></div><div class=""paragraph"">Question is based on the maps of Africa on pages 60-63 of the atlas.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div></div></div><br>50. <div class=""paragraph"" style=""padding-left:40px"">Look at the physical map of Africa on page 60. Which region in Africa has the highest elevations?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Northern coast</span></span></div>
<div>B. <span class=""itemtext""><span>Western coast</span></span></div>
<div>C. <span class=""itemtext""><span>Southwestern</span></span></div>
<div>D. <span class=""itemtext""><span>Eastern</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4G7 #3 G011301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Eastern</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Atlas</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph"">These documents are in PDF format. Click on the appropriate link to explore the maps.</div><ul><li>pages 6-57   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=7650b90d-394e-4550-9424-4b475aee0f83"" onclick=""return PopupWindow(this)"">View PDF</a>) </li><li>pages 60-85, index and world facts   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=4aba6587-e398-4818-b70f-4d8656ae9154"" onclick=""return PopupWindow(this)"">View PDF</a>) </li></ul></div></div></div><div class=""paragraph"">Question is based on the maps of Africa on pages 60-63 of the atlas.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div></div></div><br>51. <div class=""paragraph"" style=""padding-left:40px"">Look at the physical map of Africa on page 60. Which region in Africa has the highest elevations?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Northern coast</span></span></div>
<div>B. <span class=""itemtext""><span>Western coast</span></span></div>
<div>C. <span class=""itemtext""><span>Southwestern</span></span></div>
<div>D. <span class=""itemtext""><span>Eastern</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4G7 #3 G011301</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Miles and kilometers</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Atlas</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph"">These documents are in PDF format. Click on the appropriate link to explore the maps.</div><ul><li>pages 6-57   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=7650b90d-394e-4550-9424-4b475aee0f83"" onclick=""return PopupWindow(this)"">View PDF</a>) </li><li>pages 60-85, index and world facts   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=4aba6587-e398-4818-b70f-4d8656ae9154"" onclick=""return PopupWindow(this)"">View PDF</a>) </li></ul></div></div></div><br>52. <div class=""paragraph"">Look at the world map on pages 6 and 7 of the atlas. What two units of measurement are used on this map to show distance?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Feet and meters</span></span></div>
<div>B. <span class=""itemtext""><span>Miles and kilometers</span></span></div>
<div>C. <span class=""itemtext""><span>Square miles and square kilometers</span></span></div>
<div>D. <span class=""itemtext""><span>Inches and millimeters</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-4G7 #9 G011701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Nurse</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>53. <div class=""paragraph"">Which of the following people would probably have the greatest choice of places to live?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Cattle rancher</span></span></div>
<div>B. <span class=""itemtext""><span>Nurse</span></span></div>
<div>C. <span class=""itemtext""><span>Miner</span></span></div>
<div>D. <span class=""itemtext""><span>Oil-refinery technician</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G4 #5 G015001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>defending a hill town was easier than defending a lowland town</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>54. <div class=""paragraph"">In ancient Greece, most towns were built on the tops of hills primarily because</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>it was easier to find water on hilltops than in lowlands</span></span></div>
<div>B. <span class=""itemtext""><span>temperatures were warmer at high elevations</span></span></div>
<div>C. <span class=""itemtext""><span>defending a hill town was easier than defending a lowland town</span></span></div>
<div>D. <span class=""itemtext""><span>people in early Greece did not rely on farming for food</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G4 #6 G015101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>City A</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>55. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""paragraph"" style=""text-align:center""><div class=""stdaln_img""><img alt=""Graphic showing Grand Island, with mountains, rivers and cities. Scale is 1 inch equals 5 miles. City A is at the mouth of a river; City B is in the middle of a mountain range; City C is just outside a mountain range; City D is near a river."" class=""inln_img"" height=""324"" src=""./GeoGraphyMed_files/ItemResource(15)"" title=""Graphic showing Grand Island, with mountains, rivers and cities. Scale is 1 inch equals 5 miles. City A is at the mouth of a river; City B is in the middle of a mountain range; City C is just outside a mountain range; City D is near a river."" width=""366""/></div></div></div></div><div class=""paragraph"" style=""padding-left:40px"">The island shown on the map above has four cities—A, B, C, and D. Based only on the geographical features shown on the map, which city probably has the largest population?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>City A</span></span></div>
<div>B. <span class=""itemtext""><span>City B</span></span></div>
<div>C. <span class=""itemtext""><span>City C</span></span></div>
<div>D. <span class=""itemtext""><span>City D</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G4 #10 G015501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>lakes and streams</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><br>56. <div class=""paragraph"">Detergents upset the natural balance of</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>ocean currents</span></span></div>
<div>B. <span class=""itemtext""><span>the atmosphere</span></span></div>
<div>C. <span class=""itemtext""><span>climatic conditions</span></span></div>
<div>D. <span class=""itemtext""><span>lakes and streams</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G4 #11 G015601</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>Burning fuels such as oil, coal, and gas</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>57. <div class=""paragraph"">What contributes to the greenhouse effect?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Soil erosion</span></span></div>
<div>B. <span class=""itemtext""><span>Burning fuels such as oil, coal, and gas</span></span></div>
<div>C. <span class=""itemtext""><span>Failure to use crop rotation</span></span></div>
<div>D. <span class=""itemtext""><span>Water pollution</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G4 #13 G015801</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>pilot flying from Canada to Scandinavia</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the map below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Map showing the top of the world at the Arctic Ocean and the land masses that are next to it."" class=""inln_img"" height=""456"" src=""./GeoGraphyMed_files/ItemResource(16)"" title=""Map showing the top of the world at the Arctic Ocean and the land masses that are next to it."" width=""556""/></div><div class=""paragraph""></div></div></div><br>58. <div class=""paragraph"">This map would be most useful to a</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>pilot flying from Europe to South America</span></span></div>
<div>B. <span class=""itemtext""><span>pilot flying from Canada to Scandinavia</span></span></div>
<div>C. <span class=""itemtext""><span>person sailing to Antarctica</span></span></div>
<div>D. <span class=""itemtext""><span>person sailing in tropical seas</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G4 #16 G016101</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>circles</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""paragraph"">Question refers to the map below.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div><div class=""stdaln_img""><img alt=""Map showing the top of the world at the Arctic Ocean and the land masses that are next to it."" class=""inln_img"" height=""456"" src=""./GeoGraphyMed_files/ItemResource(16)"" title=""Map showing the top of the world at the Arctic Ocean and the land masses that are next to it."" width=""556""/></div><div class=""paragraph""></div></div></div><br>59. <div class=""paragraph"">Latitude on this map is represented by</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>circles</span></span></div>
<div>B. <span class=""itemtext""><span>shaded areas</span></span></div>
<div>C. <span class=""itemtext""><span>straight lines</span></span></div>
<div>D. <span class=""itemtext""><span>convergent lines</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G4 #17 G016102</span></div></div>"
"<div class=""answer"">The correct answer is:<div>B. <span class=""itemtext""><span>increase the availability of land that can be used for farming</span></span></div>
</div>",B,4.0,"<div class=""questionwrapper""><div class=""question""><br>60. <div class=""paragraph""><div class=""stdaln_stmt""><div class=""stdaln_img""><img alt=""Photograph of land having been transformed by different layers of terraces."" class=""inln_img"" height=""287"" src=""./GeoGraphyMed_files/ItemResource(17)"" title=""Photograph of land having been transformed by different layers of terraces."" width=""400""/></div></div></div><div class=""paragraph"">The land shown in the photograph has been altered mainly to</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>increase the beauty of the landscape</span></span></div>
<div>B. <span class=""itemtext""><span>increase the availability of land that can be used for farming</span></span></div>
<div>C. <span class=""itemtext""><span>demarcate land belonging to different people</span></span></div>
<div>D. <span class=""itemtext""><span>enable residents to climb the slopes more easily</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G6 #2 G017501</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>rivers and canals</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>61. <div class=""paragraph"">In the mid-nineteenth century, before railroads were constructed, people in the United States transported commercial materials, such as timber and coal, over long distances primarily by means of</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>rivers and canals</span></span></div>
<div>B. <span class=""itemtext""><span>turnpikes and freeways</span></span></div>
<div>C. <span class=""itemtext""><span>pack horses and mule trains</span></span></div>
<div>D. <span class=""itemtext""><span>ox carts and Conestoga wagons</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G6 #7 G017901</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>All are plains.</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>62. <div class=""paragraph"">The major areas of wheat production in the world are the central United States and Canada, Ukraine, south central Australia, and the pampas of Argentina. What is the characteristic shared by these areas that explains their role in wheat production?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>All have rainy, damp climates.</span></span></div>
<div>B. <span class=""itemtext""><span>All are near sea coasts.</span></span></div>
<div>C. <span class=""itemtext""><span>All are plains.</span></span></div>
<div>D. <span class=""itemtext""><span>All are in highland regions.</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G6 #8 G018001</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>geological processes that transform organic materials</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>63. <div class=""paragraph"">Fossil fuels such as oil and coal are formed from</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>geological processes that transform organic materials</span></span></div>
<div>B. <span class=""itemtext""><span>the rapid decay of animal bones</span></span></div>
<div>C. <span class=""itemtext""><span>organic processes that lead to the fossilization of animal tissue</span></span></div>
<div>D. <span class=""itemtext""><span>artificial processes used to treat and reuse garbage</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G6 #10 G018201</span></div></div>"
"<div class=""answer"">The correct answer is:<div>A. <span class=""itemtext""><span>now grown all over the world</span></span></div>
</div>",A,4.0,"<div class=""questionwrapper""><div class=""question""><br>64. <div class=""paragraph"">An example of diffusion is that crops that were once grown mostly in North and South America are</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>now grown all over the world</span></span></div>
<div>B. <span class=""itemtext""><span>now grown only in areas where productivity is high</span></span></div>
<div>C. <span class=""itemtext""><span>now grown only in the Northern Hemisphere</span></span></div>
<div>D. <span class=""itemtext""><span>no longer grown there</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G6 #12 G018401</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>In areas at high elevations</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><br>65. <div class=""paragraph"">Under which of the following circumstances would you be most likely to find snow in equatorial regions?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>In areas below sea level</span></span></div>
<div>B. <span class=""itemtext""><span>In areas at high latitudes</span></span></div>
<div>C. <span class=""itemtext""><span>In areas at high elevations</span></span></div>
<div>D. <span class=""itemtext""><span>In winter</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G6 #15 G018701</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Nigeria</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Atlas</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph"">These documents are in PDF format. Click on the appropriate link to explore the maps.</div><div class=""paragraph""></div><div class=""paragraph""></div><ul><li>pages 6-57   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=4ee1c798-7f85-4a88-9303-e5604b672a0f"" onclick=""return PopupWindow(this)"">View PDF</a>) </li><li>pages 60-85, index and world facts   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=5d98a383-8c53-463c-9aad-3085fa61dcd9"" onclick=""return PopupWindow(this)"">View PDF</a>) <p class=""paragraph""></p></li></ul></div></div></div><div class=""paragraph"">Question is based on the maps of Africa on pages 60-63 of the atlas.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div></div></div><br>66. <div class=""paragraph"">Look first at the political map of Africa on page 61, and then look at the population map on page 63. Which country in West Africa is the most densely populated?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Liberia</span></span></div>
<div>B. <span class=""itemtext""><span>Mauritania</span></span></div>
<div>C. <span class=""itemtext""><span>Mali</span></span></div>
<div>D. <span class=""itemtext""><span>Nigeria</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G7 #5 G011303</span></div></div>"
"<div class=""answer"">The correct answer is:<div>D. <span class=""itemtext""><span>Nigeria</span></span></div>
</div>",D,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Atlas</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph"">These documents are in PDF format. Click on the appropriate link to explore the maps.</div><div class=""paragraph""></div><div class=""paragraph""></div><ul><li>pages 6-57   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=4ee1c798-7f85-4a88-9303-e5604b672a0f"" onclick=""return PopupWindow(this)"">View PDF</a>) </li><li>pages 60-85, index and world facts   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=5d98a383-8c53-463c-9aad-3085fa61dcd9"" onclick=""return PopupWindow(this)"">View PDF</a>) <p class=""paragraph""></p></li></ul></div></div></div><div class=""paragraph"">Question is based on the maps of Africa on pages 60-63 of the atlas.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div></div></div><br>67. <div class=""paragraph"">Look first at the political map of Africa on page 61, and then look at the population map on page 63. Which country in West Africa is the most densely populated?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>Liberia</span></span></div>
<div>B. <span class=""itemtext""><span>Mauritania</span></span></div>
<div>C. <span class=""itemtext""><span>Mali</span></span></div>
<div>D. <span class=""itemtext""><span>Nigeria</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G7 #5 G011303</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>New Zealand</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Atlas</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph"">These documents are in PDF format. Click on the appropriate link to explore the maps.</div><div class=""paragraph""></div><div class=""paragraph""></div><ul><li>pages 6-57   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=4ee1c798-7f85-4a88-9303-e5604b672a0f"" onclick=""return PopupWindow(this)"">View PDF</a>) </li><li>pages 60-85, index and world facts   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=5d98a383-8c53-463c-9aad-3085fa61dcd9"" onclick=""return PopupWindow(this)"">View PDF</a>) <p class=""paragraph""></p></li></ul></div></div></div><div class=""paragraph"">Question is about the map on pages 8 and 9 of the atlas.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div></div></div><br>68. <div class=""paragraph"">Which of these four countries is the furthest south?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>South Africa</span></span></div>
<div>B. <span class=""itemtext""><span>Uruguay</span></span></div>
<div>C. <span class=""itemtext""><span>New Zealand</span></span></div>
<div>D. <span class=""itemtext""><span>Zaire</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G7 #14 G012102</span></div></div>"
"<div class=""answer"">The correct answer is:<div>C. <span class=""itemtext""><span>New Zealand</span></span></div>
</div>",C,4.0,"<div class=""questionwrapper""><div class=""question""><div class=""stimulus""><div class=""stimlabel"">Atlas</div><div class=""paragraph""><div class=""prose1""><div class=""paragraph"">These documents are in PDF format. Click on the appropriate link to explore the maps.</div><div class=""paragraph""></div><div class=""paragraph""></div><ul><li>pages 6-57   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=4ee1c798-7f85-4a88-9303-e5604b672a0f"" onclick=""return PopupWindow(this)"">View PDF</a>) </li><li>pages 60-85, index and world facts   (<a href=""http://nces.ed.gov/NationsReportCard/nqt/Details/ItemResource?TableID=5d98a383-8c53-463c-9aad-3085fa61dcd9"" onclick=""return PopupWindow(this)"">View PDF</a>) <p class=""paragraph""></p></li></ul></div></div></div><div class=""paragraph"">Question is about the map on pages 8 and 9 of the atlas.<div class=""prose1""><div class=""paragraph""></div><div class=""paragraph""></div></div></div><br>69. <div class=""paragraph"">Which of these four countries is the furthest south?</div></br></div><div class=""distractors""><div>A. <span class=""itemtext""><span>South Africa</span></span></div>
<div>B. <span class=""itemtext""><span>Uruguay</span></span></div>
<div>C. <span class=""itemtext""><span>New Zealand</span></span></div>
<div>D. <span class=""itemtext""><span>Zaire</span></span></div>
</div><div class=""quesId"">Question ID: <span class=""questionId"">1994-8G7 #14 G012102</span></div></div>"
